Melbourne Metropolitan Area,,,,,,,,,,,,,,,
Residential price statistics 1992 to 2022,,,,,,,,,,,,,,,
House Median,,,,,,Unit/Apartment Median,,,,,Vacant House Block Median,,,,
,,Houses,,,,Units/Apartments,,,,,Vacant House Blocks,,,,
Individual Car Park,714,39085,5000,6.67,,30000.00,13.16<,,,11.11<,30000.00,,6.67,,
Individual Flat,83,819583,715000,819.63,,177.00,118.18<,,,76.47<,213.25,,11735.05,,
MisImpRuralLand Unsp,239,662466,300000,8.35,,36746.00,130.43<,,,134.83<,82925.53,,7.99,,
Nursing Home,4,6188750,6080000,2955.48,,3632.00,58.24<,,,ND,4967.00,,1245.97,,
OYO Cluster Unit,7,947571,906000,NA,,NA,98.88<,,,134.22<,NA,,NA,,
OYO Co Share Flat,2,538500,538500,NA,,NA,ND,,,97.91<,NA,,NA,,
OYO Strata Flat,1368,560746,525000,NA,,NA,105.00<,,,120.69<,NA,,NA,,
OYO Stratum Flat,30,652643,660000,NA,,NA,104.76<,,,126.44<,NA,,NA,,
OYO Sub Dwelling,237,955433,895000,NA,,NA,122.60<,,,117.69<,NA,,NA,,
OYO Sub Unit,2527,664069,560000,NA,,NA,105.66<,,,119.15<,NA,,NA,,
OYO Subdivided Flat,1885,655260,546000,NA,,NA,102.54<,,,112.58<,NA,,NA,,
OYO Unit,186,1034043,997575,NA,,NA,112.53<,,,105.79<,NA,,NA,,
Res Co Sh Unit HR,42,637023,617500,NA,,NA,116.51<,,,151.16<,NA,,NA,,
Res Co Sh Unit Unsp,19,842842,850000,NA,,NA,114.09<,,,135.14<,NA,,NA,,
Res Dev Site,377,1172181,370000,3496.50,,572.00,108.09<,,,83.76<,11445.85,,113.13,,
Res Investment Flat,369,1350568,901000,1557.79,,796.00,143.02<,,,110.55<,927.55,,1311.95,,
Res Land (WithBuild),1114,1370345,1250000,1405.27,,797.00,135.14<,,,277.78<,1228.88,,1125.92,,
Res/Rural Lstyle,7367,1142816,890000,73.62,,16300.00,127.87<,,,145.25<,35129.90,,32.53,,
Residential Airspace,2,242500,242500,NA,,NA,ND,,,36.34<,NA,,NA,,
ResLandWithImprovemt,246,292087,128500,53.41,,1086.00,109.35<,,,177.24<,8100.99,,49.54,,
Retire Village Compl,4,2889625,2850000,52.26,,32600.00,32.30<,,,95.93<,32600.00,,46.01,,
Retire Village Unit,465,471430,475500,1689.19,,222.00,125.63<,,,120.38<,2001.00,,190.74,,
Row House,27,802692,770000,5673.76,,141.00,100.92<,,,99.35<,137.16,,5904.84,,
Semi-detached,19,1115684,1150000,5853.66,,246.00,237.11<,,,112.20<,273.47,,4260.70,,
Semi-detached Unspec,2811,1299389,1180000,8661.62,,198.00,119.19<,,,171.01<,249.97,,5360.11,,
Sep House&Curtilage,23,1910173,1200000,4365.00,,1000.00,132.16<,,,70.07<,1101.05,,1796.39,,
Shack/Hut/Donga,2,472500,472500,891.52,,761.50,525.00<,,,251.33<,761.50,,620.49,,
Short Term Hol Accom,93,856478,752000,1056.70,,765.00,125.33<,,,149.65<,18306.22,,50.08,,
Single Strata Unit,446,514767,460000,NA,,NA,107.73<,,,113.02<,NA,,NA,,
Single Strata Unsp,23423,702385,625000,2509.65,,259.00,109.65<,,,123.27<,319.73,,2629.73,,
Site Improves Rur,1,440000,440000,5.50,,80000.00,2000.00<,,,586.67<,80000.00,,5.50,,
Special Accomm Res,2,1099000,1099000,954.21,,1712.50,213.40<,,,ND,1712.50,,641.75,,
Storage Area Res,38,118223,17083,100.16,,1529.50,106.77<,,,155.30<,4456.25,,74.37,,
Storage Area Rural,1,40000,40000,27.87,,1435.00,20.00<,,,363.64<,1435.00,,27.87,,
Strata Dwelling,28,816051,673500,NA,,NA,124.15<,,,109.33<,NA,,NA,,
Strata Unit/Flat Uns,11678,681259,580000,2781.97,,311.00,101.75<,,,102.11<,600.38,,1357.83,,
Sub Div (EnGlobo),6,3122916,2705000,24.08,,50235.00,67.63<,,,36.40<,99628.33,,31.35,,
Sub Div (Multi Lot),13,7926824,2388000,125.72,,36560.50,73.59<,,,122.46<,159911.25,,53.37,,
Terrace House,96,2655864,2140000,8871.79,,195.00,120.33<,,,124.42<,229.48,,11840.64,,
Townhouse,1784,813649,715000,11322.22,,180.00,108.33<,,,113.31<,211.67,,8319.69,,
Vac Res A,24806,315445,294000,870.54,,448.00,108.89<,,,113.08<,524.36,,610.21,,
Vac Res B,756,355604,245000,182.58,,2316.50,111.36<,,,128.95<,2542.52,,139.86,,
Vac Res C,21,230552,180000,8.39,,10134.00,73.47<,,,67.92<,4298661.95,,0.05,,
Vac Res Englobo Oth,81,10223596,3000000,103.39,,36136.50,165.69<,,,53.00<,107007.85,,96.70,,
Vac Res Rural Lstyle,2379,514586,295000,17.88,,13979.00,128.26<,,,134.09<,34408.27,,14.99,,
Villa Unit,591,581328,570000,NA,,NA,112.87<,,,113.89<,NA,,NA,,
Sport/Hrtge/Cultural,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Aero Club Facility,4,603750,709000,1572.92,,480.00,ND,,,ND,159079.00,,3.54,,
Aquatic Complex,1,1200000,1200000,979.59,,1225.00,ND,,,ND,1225.00,,979.59,,
Equestrian Centre,2,5960000,5960000,15.63,,372800.00,79.47<,,,ND,372800.00,,15.99,,
Gymnasium/Health,4,1688750,1627500,764.17,,1817.00,ND,,,428.29<,15274.75,,110.56,,
Indoor Sport Complex,1,1201750,1201750,174.88,,6872.00,ND,,,ND,6872.00,,174.88,,
IndoorSportCent Unsp,8,868437,930000,620.87,,1189.50,148.33<,,,9.89<,1385.88,,626.63,,
Local Parks&Gardens,6,369325,370000,531.28,,894.00,67.27<,,,101.93<,1298.67,,284.39,,
Major Indoor Sports,2,2986000,2986000,760.88,,5923.00,12.77<,,,ND,5923.00,,504.14,,
National Library,1,2100000,2100000,3639.51,,577.00,ND,,,ND,577.00,,3639.51,,
National Museum,1,2300000,2300000,9913.79,,232.00,43.40<,,,ND,232.00,,9913.79,,
OutdoorSport Complex,1,2400000,2400000,3.08,,779600.00,ND,,,100.84<,779600.00,,3.08,,
OutdoorSportCountry,2,2352500,2352500,16.91,,139750.00,ND,,,87.29<,139750.00,,16.83,,
OutdoorSportGrndUnsp,8,1973584,1563576,43.38,,5402.50,ND,,,ND,63822.63,,30.92,,
Squash Courts,1,2227541,2227541,3247.14,,686.00,ND,,,ND,686.00,,3247.14,,
SwimmingPool/Aqua,1,1000000,1000000,947.87,,1055.00,125.00<,,,25.23<,1055.00,,947.87,,
Vac Site Ð Sporting,1,470000,470000,235.00,,2000.00,241.03<,,,3.59<,2000.00,,235.00,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Municipality totals  ,,,,,,,,,,,,,,,
Commercial Total,"4,937",,,,,,Commercial Total Prices,,,,"$13,426,016,193 ",,,,
Community Services Total,127,,,,,,Community Services Total Prices,,,,"$803,460,634 ",,,,
Extractive Industry Total,7,,,,,,Extractive Industry Total Prices,,,,"$9,813,231 ",,,,
Industrial Total,"4,517",,,,,,Industrial Total Prices,,,,"$8,874,045,987 ",,,,
Infrastruc&Utilities Total,82,,,,,,Infrastruc&Utilities Total Prices,,,,"$79,151,550 ",,,,
"National Parks, etc Total",7,,,,,,"National Parks, etc Total Prices",,,,"$922,908 ",,,,
Primary Production Total,"3,573",,,,,,Primary Production Total Prices,,,,"$5,637,450,429 ",,,,
Residential Total,"186,907",,,,,,Residential Total Prices,,,,"$152,511,291,550 ",,,,
Sport/Hrtge/Cultural Total,44,,,,,,Sport/Hrtge/Cultural Total Prices,,,,"$69,618,419 ",,,,
All Sales Total,"200,201 ",,,,,,All Sales Total,,,,,"$181,411,770,901 ",,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Alpine Shire,,,,,,,,,,,,,,,
Residential price statistics 1992 to 2022,,,,,,,,,,,,,,,
House Median,,,,,,Unit/Apartment Median,,,,,Vacant House Block Median,,,,
,,Houses,,,,Units/Apartments,,,,,Vacant House Blocks,,,,
Year,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,
1992 ,87 ,"78,000 ",,"89,478 ",,33 ,"100,000 ",,"99,204 ",,59 ,"30,000 ",,"34,372 ",
1993 ,109 ,"83,000 ",,"93,673 ",,22 ,"83,000 ",,"84,384 ",,44 ,"34,500 ",,"40,812 ",
1994 ,142 ,"84,000 ",,"94,228 ",,23 ,"82,500 ",,"83,961 ",,55 ,"33,000 ",,"37,935 ",
1995 ,106 ,"81,500 ",,"94,926 ",,19 ,"91,500 ",,"100,239 ",,83 ,"30,000 ",,"35,773 ",
1996 ,163 ,"85,000 ",,"101,134 ",,45 ,"98,000 ",,"513,244 ",,77 ,"40,000 ",,"58,349 ",
1997 ,157 ,"93,000 ",,"100,495 ",,35 ,"75,500 ",,"85,984 ",,79 ,"35,000 ",,"45,747 ",
1998 ,140 ,"91,000 ",,"103,845 ",,52 ,"83,900 ",,"109,489 ",,66 ,"42,105 ",,"52,204 ",
1999 ,167 ,"100,000 ",,"118,158 ",,30 ,"100,000 ",,"110,683 ",,66 ,"36,500 ",,"42,441 ",
2000 ,192 ,"102,750 ",,"118,279 ",,44 ,"104,000 ",,"111,545 ",,83 ,"38,000 ",,"47,936 ",
2001 ,226 ,"121,000 ",,"127,627 ",,62 ,"111,500 ",,"121,314 ",,118 ,"38,000 ",,"45,786 ",
2002 ,240 ,"135,000 ",,"150,479 ",,68 ,"113,250 ",,"119,704 ",,141 ,"45,000 ",,"49,738 ",
2003 ,280 ,"154,500 ",,"181,870 ",,89 ,"150,000 ",,"152,055 ",,111 ,"60,000 ",,"72,391 ",
2004 ,215 ,"175,000 ",,"193,221 ",,56 ,"189,500 ",,"190,079 ",,74 ,"78,500 ",,"74,515 ",
2005 ,232 ,"212,500 ",,"234,846 ",,62 ,"227,500 ",,"222,680 ",,70 ,"110,000 ",,"106,686 ",
2006 ,222 ,"240,000 ",,"261,349 ",,60 ,"230,000 ",,"268,861 ",,72 ,"120,000 ",,"127,890 ",
2007 ,240 ,"250,000 ",,"284,654 ",,58 ,"200,000 ",,"243,669 ",,68 ,"138,000 ",,"160,531 ",
2008 ,135 ,"235,000 ",,"257,562 ",,32 ,"260,000 ",,"265,696 ",,35 ,"105,000 ",,"119,595 ",
2009 ,166 ,"240,000 ",,"260,268 ",,45 ,"242,000 ",,"249,205 ",,49 ,"115,000 ",,"149,989 ",
2010 ,90 ,"243,500 ",,"279,688 ",,26 ,"253,000 ",,"259,288 ",,35 ,"128,500 ",,"120,850 ",
2011 ,144 ,"263,500 ",,"282,726 ",,39 ,"225,000 ",,"225,384 ",,57 ,"110,000 ",,"120,217 ",
2012 ,162 ,"260,000 ",,"283,762 ",,43 ,"220,000 ",,"221,162 ",,49 ,"112,000 ",,"112,310 ",
2013 ,171 ,"272,500 ",,"293,760 ",,33 ,"209,000 ",,"217,313 ",,62 ,"96,200 ",,"103,464 ",
2014 ,185 ,"270,000 ",,"294,889 ",,51 ,"215,000 ",,"218,437 ",,69 ,"117,500 ",,"131,173 ",
2015 ,208 ,"307,000 ",,"315,481 ",,50 ,"196,500 ",,"240,850 ",,74 ,"129,250 ",,"127,792 ",
2016 ,233 ,"325,000 ",,"351,412 ",,51 ,"290,000 ",,"293,745 ",,84 ,"141,000 ",,"145,598 ",
2017 ,247 ,"350,000 ",,"374,240 ",,57 ,"300,000 ",,"295,898 ",,109 ,"150,000 ",,"163,962 ",
2018 ,218 ,"372,000 ",,"408,328 ",,64 ,"290,000 ",,"285,791 ",,106 ,"163,500 ",,"171,440 ",
2019 ,214 ,"443,750 ",,"458,745 ",,44 ,"400,000 ",,"378,829 ",,69 ,"175,000 ",,"193,728 ",
2020 ,244 ,"480,000 ",,"525,540 ",,47 ,"385,000 ",,"394,961 ",,96 ,"187,500 ",,"214,810 ",
2021 ,252 ,"645,500 ",,"725,924 ",,65 ,"490,000 ",,"498,458 ",,72 ,"240,000 ",,"249,408 ",
2022 ,51 ,"700,000 ",,"837,159 ",,5 ,"595,000 ",^,"534,800 ",^,4 ,"452,500 ",^,"493,750 ",^
Statistics for 2022 are based on a small number of sales and are preliminary only.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Alpine Shire,,,,,,,,,,,,,,,
Analysis of property sales for 2021,,,,,,,,,,,,,,,
Land Use,"No of
Sales",Mean Sales Price  ($),Median Sales Price  ($),Median Price per  Unit Area,,"Median Block
size","Price-Indices
(base is 100)",,,,"Mean Block
 size",Mean Price per  Unit Area,,,
,,,,,,,2020,,,2016,,,,,
Commercial,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
CafŽ,1,715000,715000,588.96,,1214.00,ND,,,ND,1214.00,,588.96,,
Com Land (Struct 0),1,805000,805000,91.48,,8800.00,134.17<,,,ND,8800.00,,91.48,,
Dev Site,3,939272,866100,834.23,,957.00,258.54<,,,333.12<,957.00,,1019.71,,
Hotel,3,892666,940000,207.00,,2285.00,133.52<,,,ND,3493.67,,255.51,,
Licensed Restaurant,1,1275000,1275000,906.18,,1407.00,197.67<,,,ND,1407.00,,906.18,,
Motel,4,1153750,1327500,200.19,,5476.50,ND,,,ND,4893.75,,235.76,,
Retail Mult Occ Unsp,1,400000,400000,1581.03,,253.00,ND,,,ND,253.00,,1581.03,,
Retail Sgle Occ Unsp,13,434868,365000,1648.49,,284.50,158.01<,,,119.67<,633.00,,685.35,,
Serv Apt/Unit Unsp,3,1119333,853000,422.95,,3913.00,85.30<,,,85.30<,3207.00,,349.03,,
Tourist Park/Caravan,1,2500000,2500000,129.37,,19325.00,ND,,,420.17<,19325.00,,129.37,,
Industrial,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Factory Unsp,6,636666,632500,234.75,,2613.50,88.46<,,,ND,2729.67,,233.24,,
Ind Dev Site,2,237500,237500,383.68,,586.00,119.95<,,,53.98<,586.00,,405.29,,
Processing Plant,1,869000,869000,8.62,,100857.00,ND,,,ND,100857.00,,8.62,,
Warehouse Unspec,1,230000,230000,45.96,,5004.00,6.87<,,,57.50<,5004.00,,45.96,,
Primary Production,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
DomsticLivestockGraz,4,1462500,1537500,2.71,,304694.00,213.54<,,,337.91<,380047.00,,3.85,,
Livestock Ð  Beef,3,849666,900000,1.65,,600800.00,68.70<,,,181.63<,461155.67,,1.84,,
MixedFarm&GrazUnsp,7,6576585,1490000,93.00,,414000.00,298.72<,,,298.00<,389633.86,,16.88,,
Residential,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Cojoin Strata Unsp,4,594125,593750,NA,,NA,ND,,,ND,NA,,NA,,
Detached Home Unsp,54,933423,757500,1073.89,,861.50,162.90<,,,203.63<,1267.22,,778.84,,
Detached Home(exist),197,670975,615000,686.10,,797.00,125.25<,,,168.49<,1106.81,,605.28,,
MisImpRuralLand Unsp,2,385000,385000,8.86,,48350.00,188.13<,,,ND,48350.00,,7.96,,
Res/Rural Lstyle,70,957025,893000,154.60,,8568.00,142.88<,,,151.36<,22524.59,,42.49,,
ResLandWithImprovemt,3,765000,720000,1198.08,,939.00,ND,,,ND,18795.67,,40.70,,
Semi-detached Unspec,1,346000,346000,346.00,,1000.00,74.81<,,,66.54<,1000.00,,346.00,,
Short Term Hol Accom,1,695000,695000,5225.56,,133.00,180.52<,,,173.75<,133.00,,5225.56,,
Single Strata Unsp,47,506478,490000,NA,,NA,138.03<,,,176.26<,NA,,NA,,
Strata Unit/Flat Uns,14,444198,443000,NA,,NA,98.88<,,,146.45<,NA,,NA,,
Vac Res A,70,244641,240000,520.14,,509.50,144.80<,,,160.00<,634.84,,393.57,,
Vac Res B,2,416250,416250,174.91,,2548.50,146.05<,,,148.40<,2548.50,,163.33,,
Vac Res Rural Lstyle,18,388486,331500,32.72,,13616.50,102.00<,,,132.60<,32645.11,,11.90,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Municipality totals  ,,,,,,,,,,,,,,,
Commercial Total,31,,,,,,Commercial Total Prices,,,,"$24,817,100 ",,,,
Industrial Total,10,,,,,,Industrial Total Prices,,,,"$5,394,000 ",,,,
Primary Production Total,14,,,,,,Primary Production Total Prices,,,,"$54,435,100 ",,,,
Residential Total,483,,,,,,Residential Total Prices,,,,"$311,034,729 ",,,,
All Sales Total,538 ,,,,,,All Sales Total,,,,,"$395,680,929 ",,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ararat Rural City,,,,,,,,,,,,,,,
Residential price statistics 1992 to 2022,,,,,,,,,,,,,,,
House Median,,,,,,Unit/Apartment Median,,,,,Vacant House Block Median,,,,
,,Houses,,,,Units/Apartments,,,,,Vacant House Blocks,,,,
Year,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,
1992 ,99 ,"58,500 ",,"63,935 ",,16 ,"50,900 ",,"78,004 ",,13 ,"13,000 ",,"16,846 ",
1993 ,114 ,"51,000 ",,"54,778 ",,4 ,"49,750 ",^,"51,375 ",^,19 ,"20,000 ",,"20,548 ",
1994 ,119 ,"55,000 ",,"58,724 ",,9 ,"80,000 ",^,"92,444 ",^,15 ,"14,000 ",,"12,639 ",
1995 ,101 ,"55,000 ",,"57,494 ",,9 ,"53,000 ",^,"56,777 ",^,22 ,"18,000 ",,"37,568 ",
1996 ,112 ,"53,500 ",,"69,558 ",,6 ,"67,500 ",^,"67,333 ",^,23 ,"20,000 ",,"23,389 ",
1997 ,117 ,"64,000 ",,"71,283 ",,9 ,"64,500 ",^,"59,833 ",^,20 ,"35,500 ",,"63,866 ",
1998 ,111 ,"65,000 ",,"75,434 ",,8 ,"66,250 ",^,"71,375 ",^,23 ,"16,000 ",,"22,114 ",
1999 ,119 ,"55,500 ",,"68,132 ",,8 ,"53,000 ",^,"56,250 ",^,26 ,"21,000 ",,"30,589 ",
2000 ,179 ,"60,000 ",,"75,256 ",,5 ,"75,000 ",^,"92,700 ",^,18 ,"12,000 ",,"17,572 ",
2001 ,216 ,"65,000 ",,"72,249 ",,19 ,"73,000 ",,"67,157 ",,49 ,"27,000 ",,"27,172 ",
2002 ,231 ,"78,000 ",,"85,250 ",,18 ,"80,500 ",,"92,950 ",,49 ,"20,000 ",,"30,545 ",
2003 ,241 ,"90,000 ",,"108,281 ",,22 ,"115,000 ",,"114,386 ",,48 ,"40,000 ",,"38,860 ",
2004 ,191 ,"125,000 ",,"125,960 ",,17 ,"90,000 ",,"90,968 ",,41 ,"36,000 ",,"33,554 ",
2005 ,214 ,"140,000 ",,"146,016 ",,18 ,"111,775 ",,"110,169 ",,35 ,"45,000 ",,"40,205 ",
2006 ,153 ,"137,000 ",,"148,871 ",,8 ,"187,500 ",^,"175,312 ",^,32 ,"51,250 ",,"51,806 ",
2007 ,201 ,"145,000 ",,"151,856 ",,38 ,"125,000 ",,"144,802 ",,23 ,"42,500 ",,"47,669 ",
2008 ,137 ,"138,000 ",,"149,113 ",,19 ,"153,000 ",,"155,381 ",,23 ,"50,000 ",,"52,804 ",
2009 ,205 ,"150,000 ",,"161,640 ",,28 ,"135,000 ",,"146,062 ",,24 ,"68,000 ",,"59,625 ",
2010 ,187 ,"169,000 ",,"179,064 ",,27 ,"126,000 ",,"139,827 ",,24 ,"71,250 ",,"68,375 ",
2011 ,152 ,"165,000 ",,"181,191 ",,17 ,"240,000 ",,"222,750 ",,17 ,"70,000 ",,"63,976 ",
2012 ,139 ,"160,000 ",,"172,991 ",,11 ,"250,000 ",,"225,454 ",,19 ,"80,000 ",,"68,002 ",
2013 ,171 ,"168,000 ",,"186,820 ",,15 ,"172,000 ",,"184,733 ",,23 ,"53,500 ",,"61,530 ",
2014 ,156 ,"191,500 ",,"200,452 ",,9 ,"185,000 ",^,"195,777 ",^,18 ,"80,250 ",,"74,833 ",
2015 ,123 ,"210,000 ",,"219,761 ",,10 ,"170,000 ",,"196,900 ",,27 ,"71,600 ",,"66,995 ",
2016 ,166 ,"190,000 ",,"203,307 ",,12 ,"191,500 ",,"216,575 ",,19 ,"48,000 ",,"52,503 ",
2017 ,172 ,"192,500 ",,"207,351 ",,13 ,"147,000 ",,"182,038 ",,10 ,"58,625 ",,"67,475 ",
2018 ,209 ,"190,000 ",,"210,758 ",,22 ,"208,840 ",,"203,440 ",,25 ,"60,000 ",,"70,024 ",
2019 ,194 ,"203,750 ",,"222,632 ",,20 ,"207,000 ",,"218,375 ",,15 ,"55,000 ",,"76,103 ",
2020 ,193 ,"240,000 ",,"249,554 ",,22 ,"207,500 ",,"225,779 ",,42 ,"73,500 ",,"72,778 ",
2021 ,224 ,"309,500 ",,"323,385 ",,29 ,"247,000 ",,"284,413 ",,27 ,"80,000 ",,"100,629 ",
2022 ,42 ,"287,500 ",,"312,644 ",,4 ,"280,500 ",^,"279,000 ",^,6 ,"103,475 ",^,"109,141 ",^
Statistics for 2022 are based on a small number of sales and are preliminary only.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ararat Rural City,,,,,,,,,,,,,,,
Analysis of property sales for 2021,,,,,,,,,,,,,,,
Land Use,"No of
Sales",Mean Sales Price  ($),Median Sales Price  ($),Median Price per  Unit Area,,"Median Block
size","Price-Indices
(base is 100)",,,,"Mean Block
 size",Mean Price per  Unit Area,,,
,,,,,,,2020,,2016,,,,,,
Commercial,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Bank,1,560000,560000,933.33,,600.00,ND,,,ND,600.00,,933.33,,
Dev Site,1,90000,90000,150.50,,598.00,88.93<,,,41.38<,598.00,,150.50,,
Hotel/Motel Unsp,2,1500500,1500500,588.74,,2635.00,512.99<,,,454.70<,2635.00,,569.45,,
Mixed Use Unspec,1,160000,160000,76.52,,2091.00,ND,,,ND,2091.00,,76.52,,
Office Premises Uns,2,1295000,1295000,2287.14,,529.00,ND,,,ND,529.00,,2448.02,,
Pub/Tavern/Club Unsp,2,875000,875000,1026.74,,828.00,ND,,,671.53<,828.00,,1056.76,,
Retail Sgle Occ Unsp,6,218500,242500,365.49,,755.00,85.09<,,,129.33<,1505.00,,145.18,,
Serv Apt/Unit Unsp,1,1000000,1000000,2.35,,424900.00,ND,,,ND,424900.00,,2.35,,
Industrial,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Garage/Motor Vehicle,1,165000,165000,216.25,,763.00,ND,,,ND,763.00,,216.25,,
Primary Production,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
DomsticLivestockGraz,6,544894,212500,8.08,,107420.00,30.75<,,,70.83<,132282.17,,4.12,,
GenCrop >20ha Unspec,4,1143697,880437,1.11,,648500.00,116.12<,,,131.15<,938892.50,,1.22,,
Livestock Ð Sheep,1,2600000,2600000,2.03,,1279000.00,400.00<,,,1023.02<,1279000.00,,2.03,,
MixedFarm + infrast,16,2879962,1032382,2.52,,547881.50,150.71<,,,163.87<,2789841.88,,1.03,,
MixedFarm no infrast,18,3048398,1109267,1.48,,1018264.00,201.68<,,,291.91<,1049897.06,,2.90,,
MixedFarm&GrazUnsp,1,11685000,11685000,3.34,,3500000.00,4029.31<,,,2883.05<,3500000.00,,3.34,,
Native Bshland,1,150000,150000,19.74,,7600.00,ND,,,85.71<,7600.00,,19.74,,
Residential,,,,,,($/SM),(SM),,,,(SM),,($/SM),,
Boarding House,1,410000,410000,410.00,,1000.00,ND,,,ND,1000.00,,410.00,,
Detached Home (New),1,475000,475000,737.58,,644.00,ND,,,ND,644.00,,737.58,,
Detached Home Unsp,222,323291,309500,431.00,,829.50,128.96<,,,162.89<,990.78,,325.59,,
Detached Home(exist),1,192500,192500,90.84,,2119.00,66.84<,,,78.93<,2119.00,,90.84,,
MisImpRuralLand Unsp,2,167500,167500,21.28,,7973.50,102.45<,,,ND,7973.50,,21.01,,
Res Investment Flat,1,1170000,1170000,775.86,,1508.00,ND,,,ND,1508.00,,775.86,,
Res/Rural Lstyle,51,524235,460000,45.17,,11180.00,121.69<,,,139.39<,30341.76,,17.28,,
ResLandWithImprovemt,1,105000,105000,15.91,,6600.00,ND,,,ND,6600.00,,15.91,,
Single Strata Unsp,27,261407,247000,NA,,NA,126.34<,,,113.47<,NA,,NA,,
Strata Unit/Flat Uns,1,20000,20000,NA,,NA,5.76<,,,11.43<,NA,,NA,,
Vac Res A,22,101179,79000,78.22,,971.00,105.33<,,,131.67<,876.21,,103.97,,
Vac Res B,5,98210,95050,31.51,,2380.00,132.01<,,,221.05<,2794.40,,35.15,,
Vac Res Rural Lstyle,27,198498,170000,9.49,,25300.00,151.11<,,,200.00<,37683.15,,5.27,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Municipality totals  ,,,,,,,,,,,,,,,
Commercial Total,16,,,,,,Commercial Total Prices,,,,"$10,462,000 ",,,,
Industrial Total,1,,,,,,Industrial Total Prices,,,,"$165,000 ",,,,
Primary Production Total,47,,,,,,Primary Production Total Prices,,,,"$123,229,718 ",,,,
Residential Total,362,,,,,,Residential Total Prices,,,,"$116,348,770 ",,,,
All Sales Total,426 ,,,,,,All Sales Total,,,,,"$250,205,488 ",,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ballarat City,,,,,,,,,,,,,,,
Residential price statistics 1992 to 2022,,,,,,,,,,,,,,,
House Median,,,,,,Unit/Apartment Median,,,,,Vacant House Block Median,,,,
,,Houses,,,,Units/Apartments,,,,,Vacant House Blocks,,,,
Year,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,,No. of Sales,Median Price,,Mean Price,
1992 ,"1,381 ","79,950 ",,"86,980 ",,213 ,"78,000 ",,"85,353 ",,322 ,"28,000 ",,"31,570 ",
1993 ,"1,550 ","80,000 ",,"90,677 ",,237 ,"80,000 ",,"85,170 ",,369 ,"27,500 ",,"32,826 ",
1994 ,"1,527 ","80,000 ",,"90,513 ",,229 ,"80,500 ",,"90,974 ",,358 ,"29,000 ",,"35,161 ",
1995 ,"1,410 ","82,875 ",,"92,235 ",,217 ,"85,000 ",,"90,941 ",,268 ,"29,750 ",,"39,428 ",
1996 ,"1,423 ","80,000 ",,"92,064 ",,189 ,"85,000 ",,"101,138 ",,286 ,"32,000 ",,"35,077 ",
1997 ,"1,586 ","84,000 ",,"95,455 ",,263 ,"82,000 ",,"89,280 ",,325 ,"34,000 ",,"39,541 ",
1998 ,"1,582 ","86,000 ",,"100,198 ",,299 ,"81,000 ",,"89,916 ",,399 ,"36,000 ",,"41,675 ",
1999 ,"1,629 ","95,000 ",,"112,492 ",,246 ,"85,750 ",,"104,119 ",,398 ,"43,000 ",,"45,024 ",
2000 ,"1,891 ","100,500 ",,"116,858 ",,307 ,"88,500 ",,"103,807 ",,335 ,"47,500 ",,"51,300 ",
2001 ,"2,160 ","122,000 ",,"135,118 ",,391 ,"104,000 ",,"121,899 ",,731 ,"50,000 ",,"53,720 ",
2002 ,"2,144 ","147,500 ",,"166,250 ",,370 ,"127,750 ",,"146,447 ",,818 ,"58,000 ",,"59,678 ",
2003 ,"2,188 ","177,750 ",,"195,161 ",,417 ,"155,000 ",,"169,718 ",,881 ,"70,000 ",,"75,800 ",
2004 ,"2,056 ","195,000 ",,"214,605 ",,371 ,"162,000 ",,"175,968 ",,655 ,"80,000 ",,"85,768 ",
2005 ,"1,960 ","210,000 ",,"230,893 ",,332 ,"177,750 ",,"187,169 ",,584 ,"87,000 ",,"96,922 ",
2006 ,"1,890 ","212,000 ",,"234,493 ",,361 ,"173,500 ",,"176,906 ",,565 ,"88,000 ",,"98,695 ",
2007 ,"1,981 ","220,000 ",,"244,673 ",,428 ,"183,250 ",,"188,933 ",,705 ,"88,000 ",,"96,555 ",
